"Ensembl Gene ID","Associated Gene Name","Description","CiliaCarta Rank","CiliaCarta Score","Inclusion criterionAllGold StandardPredictedGene Ontology"
"ENSG00000173040","EVC2","Ellis van Creveld syndrome 2 [Source:HGNC Symbol;Acc:19747]","8194","-5.916229412","Gene Ontology, Gold Standard"
"ENSG00000182923","CEP63","centrosomal protein 63kDa [Source:HGNC Symbol;Acc:25815]","8271","-5.916229412","Gene Ontology"
"ENSG00000187003","ACTL7A","actin-like 7A [Source:HGNC Symbol;Acc:161]","8305","-5.916229412","Gene Ontology"
"ENSG00000205795","CYS1","cystin 1 [Source:HGNC Symbol;Acc:18525]","8387","-5.916229412","Gene Ontology"
"ENSG00000219435","TEX40","testis expressed 40 [Source:HGNC Symbol;Acc:19231]","8414","-5.916229412","Gene Ontology"
"ENSG00000225697","SLC26A6","solute carrier family 26, member 6 [Source:HGNC Symbol;Acc:14472]","8434","-5.916229412","Gene Ontology"
"ENSG00000139998","RAB15","RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:20150]","8523","-5.978072795","Gene Ontology"
"ENSG00000255374","TAS2R43","taste receptor, type 2, member 43 [Source:HGNC Symbol;Acc:18875]","8727","-5.995673003","Gene Ontology"
"ENSG00000260092","RP11-77K12.7","","9025","-5.995673003","Gene Ontology"
"ENSG00000261949","CTD-3148I10.1","uncharacterized protein LOC100507003 precursor  [Source:RefSeq peptide;Acc:NP_001182185]","9095","-5.995673003","Gene Ontology"
"ENSG00000262525","TAS2R46","taste receptor, type 2, member 46 [Source:HGNC Symbol;Acc:18877]","9123","-5.995673003","Gene Ontology"
"ENSG00000262612","TAS2R43","taste receptor, type 2, member 43 [Source:HGNC Symbol;Acc:18875]","9131","-5.995673003","Gene Ontology"
"ENSG00000112599","GUCA1B","guanylate cyclase activator 1B (retina) [Source:HGNC Symbol;Acc:4679]","9838","-6.181255412","Gene Ontology"
"ENSG00000127928","GNGT1","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1 [Source:HGNC Symbol;Acc:4411]","9851","-6.181255412","Gene Ontology"
"ENSG00000128617","OPN1SW","opsin 1 (cone pigments), short-wave-sensitive [Source:HGNC Symbol;Acc:1012]","9854","-6.181255412","Gene Ontology"
"ENSG00000132915","PDE6A","phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:HGNC Symbol;Acc:8785]","9859","-6.181255412","Gene Ontology"
"ENSG00000134183","GNAT2","guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2 [Source:HGNC Symbol;Acc:4394]","9861","-6.181255412","Gene Ontology"
"ENSG00000138071","ACTR2","ARP2 actin-related protein 2 homolog (yeast) [Source:HGNC Symbol;Acc:169]","9872","-6.181255412","Gene Ontology"
"ENSG00000156194","PPEF2","protein phosphatase, EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:9244]","9884","-6.181255412","Gene Ontology"
"ENSG00000166900","STX3","syntaxin 3 [Source:HGNC Symbol;Acc:11438]","9891","-6.181255412","Gold Standard"
"ENSG00000185974","GRK1","G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:10013]","9903","-6.181255412","Gene Ontology"
"ENSG00000186326","RGS9BP","regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:30304]","9904","-6.181255412","Gene Ontology"
"ENSG00000198515","CNGA1","cyclic nucleotide gated channel alpha 1 [Source:HGNC Symbol;Acc:2148]","9908","-6.181255412","Gene Ontology"
"ENSG00000198691","ABCA4","ATP-binding cassette, sub-family A (ABC1), member 4 [Source:HGNC Symbol;Acc:34]","9910","-6.181255412","Gene Ontology"
"ENSG00000107736","CDH23","cadherin-related 23 [Source:HGNC Symbol;Acc:13733]","10138","-6.288241103","Gold Standard"
"ENSG00000110497","AMBRA1","autophagy/beclin-1 regulator 1 [Source:HGNC Symbol;Acc:25990]","10153","-6.288241103","Gene Ontology"
"ENSG00000131351","HAUS8","HAUS augmin-like complex, subunit 8 [Source:HGNC Symbol;Acc:30532]","10248","-6.288241103","Gene Ontology"
"ENSG00000134086","VHL","von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:12687]","10261","-6.288241103","Gold Standard"
"ENSG00000156515","HK1","hexokinase 1 [Source:HGNC Symbol;Acc:4922]","10388","-6.288241103","Gene Ontology"
"ENSG00000160050","CCDC28B","coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:28163]","10403","-6.288241103","Gene Ontology, Gold Standard"
"ENSG00000166454","ATMIN","ATM interactor [Source:HGNC Symbol;Acc:29034]","10448","-6.288241103","Gene Ontology"
"ENSG00000171495","MROH2B","maestro heat-like repeat family member 2B [Source:HGNC Symbol;Acc:26857]","10493","-6.288241103","Gene Ontology"
"ENSG00000196363","WDR5","WD repeat domain 5 [Source:HGNC Symbol;Acc:12757]","10585","-6.288241103","Gene Ontology"
"ENSG00000211455","STK38L","serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:17848]","10633","-6.288241103","Gold Standard"
"ENSG00000214367","HAUS3","HAUS augmin-like complex, subunit 3 [Source:HGNC Symbol;Acc:28719]","10638","-6.288241103","Gene Ontology"
"ENSG00000086288","NME8","NME/NM23 family member 8 [Source:HGNC Symbol;Acc:16473]","10757","-6.304430341","Gene Ontology, Gold Standard"
"ENSG00000100815","TRIP11","thyroid hormone receptor interactor 11 [Source:HGNC Symbol;Acc:12305]","10776","-6.304430341","Gene Ontology, Gold Standard"
"ENSG00000102900","NUP93","nucleoporin 93kDa [Source:HGNC Symbol;Acc:28958]","10790","-6.304430341","Gold Standard"
"ENSG00000162738","VANGL2","vang-like 2 (van gogh, Drosophila) [Source:HGNC Symbol;Acc:15511]","11008","-6.304430341","Gene Ontology"
"ENSG00000162946","DISC1","disrupted in schizophrenia 1 [Source:HGNC Symbol;Acc:2888]","11011","-6.304430341","Gene Ontology, Gold Standard"
"ENSG00000165138","ANKS6","ankyrin repeat and sterile alpha motif domain containing 6 [Source:HGNC Symbol;Acc:26724]","11025","-6.304430341","Gene Ontology"
"ENSG00000179532","DNHD1","dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:26532]","11081","-6.304430341","Gene Ontology"
"ENSG00000181751","C5orf30","chromosome 5 open reading frame 30 [Source:HGNC Symbol;Acc:25052]","11089","-6.304430341","Gene Ontology"
"ENSG00000186862","PDZD7","PDZ domain containing 7 [Source:HGNC Symbol;Acc:26257]","11105","-6.304430341","Gene Ontology, Gold Standard"
"ENSG00000213213","KIAA1984","KIAA1984 [Source:HGNC Symbol;Acc:28236]","11159","-6.304430341","Gene Ontology"
"ENSG00000133962","CATSPERB","catsper channel auxiliary subunit beta [Source:HGNC Symbol;Acc:20500]","11267","-6.367570255","Gene Ontology"
"ENSG00000162456","KNCN","kinocilin [Source:HGNC Symbol;Acc:26488]","11334","-6.367570255","Gene Ontology"
"ENSG00000138892","TTLL8","tubulin tyrosine ligase-like family, member 8 [Source:HGNC Symbol;Acc:34000]","11471","-6.383105843","Gene Ontology"
"ENSG00000163060","TEKT4","tektin 4 [Source:HGNC Symbol;Acc:31012]","11538","-6.383105843","Gene Ontology, Gold Standard"
"ENSG00000178404","CTD-2373H9.6","differential display clone 8 isoform 2  [Source:RefSeq peptide;Acc:NP_001230469]","11752","-6.383105843","Gene Ontology"
"ENSG00000182077","PTCHD3","patched domain containing 3 [Source:HGNC Symbol;Acc:24776]","11828","-6.383105843","Gene Ontology"
"ENSG00000188396","TCTEX1D4","Tctex1 domain containing 4 [Source:HGNC Symbol;Acc:32315]","12057","-6.383105843","Gene Ontology"
"ENSG00000188452","CERKL","ceramide kinase-like [Source:HGNC Symbol;Acc:21699]","12059","-6.383105843","Gene Ontology"
"ENSG00000188523","C9orf171","chromosome 9 open reading frame 171 [Source:HGNC Symbol;Acc:33776]","12062","-6.383105843","Gene Ontology"
"ENSG00000188782","CATSPER4","cation channel, sperm associated 4 [Source:HGNC Symbol;Acc:23220]","12074","-6.383105843","Gene Ontology"
"ENSG00000214513","NOTO","notochord homeobox [Source:HGNC Symbol;Acc:31839]","12494","-6.383105843","Gene Ontology, Gold Standard"
"ENSG00000226761","TAS2R46","taste receptor, type 2, member 46 [Source:HGNC Symbol;Acc:18877]","12672","-6.383105843","Gene Ontology"
"ENSG00000226784","PGAM4","phosphoglycerate mutase family member 4 [Source:HGNC Symbol;Acc:21731]","12673","-6.383105843","Gene Ontology"
"ENSG00000142208","AKT1","v-akt murine thymoma viral oncogene homolog 1 [Source:HGNC Symbol;Acc:391]","13045","-6.652818225","Gene Ontology"
"ENSG00000173093","CCDC63","coiled-coil domain containing 63 [Source:HGNC Symbol;Acc:26669]","13064","-6.652818225","Gene Ontology"
"ENSG00000268221","OPN1MW","opsin 1 (cone pigments), medium-wave-sensitive [Source:HGNC Symbol;Acc:4206]","13336","-6.904305707","Gene Ontology"
"ENSG00000044012","GUCA2B","guanylate cyclase activator 2B (uroguanylin) [Source:HGNC Symbol;Acc:4683]","13778","-7.291738547","Gene Ontology"
"ENSG00000064300","NGFR","nerve growth factor receptor [Source:HGNC Symbol;Acc:7809]","13808","-7.291738547","Gold Standard"
"ENSG00000069974","RAB27A","RAB27A, member RAS oncogene family [Source:HGNC Symbol;Acc:9766]","13837","-7.291738547","Gene Ontology"
"ENSG00000075073","TACR2","tachykinin receptor 2 [Source:HGNC Symbol;Acc:11527]","13861","-7.291738547","Gene Ontology"
"ENSG00000083799","CYLD","cylindromatosis (turban tumor syndrome) [Source:HGNC Symbol;Acc:2584]","13904","-7.291738547","Gene Ontology"
"ENSG00000092964","DPYSL2","dihydropyrimidinase-like 2 [Source:HGNC Symbol;Acc:3014]","13963","-7.291738547","Gold Standard"
"ENSG00000104804","TULP2","tubby like protein 2 [Source:HGNC Symbol;Acc:12424]","14108","-7.291738547","Gene Ontology"
"ENSG00000105974","CAV1","caveolin 1, caveolae protein, 22kDa [Source:HGNC Symbol;Acc:1527]","14160","-7.291738547","Gene Ontology"
"ENSG00000107404","DVL1","dishevelled, dsh homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:3084]","14191","-7.291738547","Gold Standard"
"ENSG00000107593","PKD2L1","polycystic kidney disease 2-like 1 [Source:HGNC Symbol;Acc:9011]","14195","-7.291738547","Gene Ontology"
"ENSG00000107882","SUFU","suppressor of fused homolog (Drosophila) [Source:HGNC Symbol;Acc:16466]","14201","-7.291738547","Gene Ontology, Gold Standard"
"ENSG00000113248","PCDHB15","protocadherin beta 15 [Source:HGNC Symbol;Acc:8686]","14308","-7.291738547","Gene Ontology"
"ENSG00000113249","HAVCR1","hepatitis A virus cellular receptor 1 [Source:HGNC Symbol;Acc:17866]","14309","-7.291738547","Gene Ontology"
"ENSG00000115353","TACR1","tachykinin receptor 1 [Source:HGNC Symbol;Acc:11526]","14336","-7.291738547","Gene Ontology"
"ENSG00000119547","ONECUT2","one cut homeobox 2 [Source:HGNC Symbol;Acc:8139]","14405","-7.291738547","Gene Ontology"
"ENSG00000123901","GPR83","G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:4523]","14499","-7.291738547","Gene Ontology"
"ENSG00000124818","OPN5","opsin 5 [Source:HGNC Symbol;Acc:19992]","14525","-7.291738547","Gene Ontology"
"ENSG00000128159","TUBGCP6","tubulin, gamma complex associated protein 6 [Source:HGNC Symbol;Acc:18127]","14594","-7.291738547","Gold Standard"
"ENSG00000135100","HNF1A","HNF1 homeobox A [Source:HGNC Symbol;Acc:11621]","14750","-7.291738547","Gene Ontology"
"ENSG00000136425","CIB2","calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:24579]","14790","-7.291738547","Gene Ontology"
"ENSG00000137075","RNF38","ring finger protein 38 [Source:HGNC Symbol;Acc:18052]","14807","-7.291738547","Gene Ontology"
"ENSG00000138472","GUCA1C","guanylate cyclase activator 1C [Source:HGNC Symbol;Acc:4680]","14844","-7.291738547","Gene Ontology"
"ENSG00000140474","ULK3","unc-51-like kinase 3 (C. elegans) [Source:HGNC Symbol;Acc:19703]","14891","-7.291738547","Gene Ontology"
"ENSG00000140941","MAP1LC3B","microtubule-associated protein 1 light chain 3 beta [Source:HGNC Symbol;Acc:13352]","14900","-7.291738547","Gene Ontology"
"ENSG00000142459","EVI5L","ecotropic viral integration site 5-like [Source:HGNC Symbol;Acc:30464]","14932","-7.291738547","Gene Ontology"
"ENSG00000143199","ADCY10","adenylate cyclase 10 (soluble) [Source:HGNC Symbol;Acc:21285]","14945","-7.291738547","Gene Ontology"
"ENSG00000147874","HAUS6","HAUS augmin-like complex, subunit 6 [Source:HGNC Symbol;Acc:25948]","15053","-7.291738547","Gene Ontology"
"ENSG00000152705","CATSPER3","cation channel, sperm associated 3 [Source:HGNC Symbol;Acc:20819]","15142","-7.291738547","Gene Ontology"
"ENSG00000153208","MERTK","c-mer proto-oncogene tyrosine kinase [Source:HGNC Symbol;Acc:7027]","15150","-7.291738547","Gene Ontology"
"ENSG00000154678","PDE1C","phosphodiesterase 1C, calmodulin-dependent 70kDa [Source:HGNC Symbol;Acc:8776]","15172","-7.291738547","Gene Ontology"
"ENSG00000158683","PKD1L1","polycystic kidney disease 1 like 1 [Source:HGNC Symbol;Acc:18053]","15243","-7.291738547","Gene Ontology, Gold Standard"
"ENSG00000161011","SQSTM1","sequestosome 1 [Source:HGNC Symbol;Acc:11280]","15302","-7.291738547","Gene Ontology"
"ENSG00000162496","DHRS3","dehydrogenase/reductase (SDR family) member 3 [Source:HGNC Symbol;Acc:17693]","15329","-7.291738547","Gene Ontology"
"ENSG00000164037","SLC9B1","solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1 [Source:HGNC Symbol;Acc:24244]","15410","-7.291738547","Gene Ontology"
"ENSG00000164161","HHIP","hedgehog interacting protein [Source:HGNC Symbol;Acc:14866]","15421","-7.291738547","Gene Ontology"
"ENSG00000165376","CLDN2","claudin 2 [Source:HGNC Symbol;Acc:2041]","15481","-7.291738547","Gold Standard"
"ENSG00000169344","UMOD","uromodulin [Source:HGNC Symbol;Acc:12559]","15640","-7.291738547","Gene Ontology"
"ENSG00000169856","ONECUT1","one cut homeobox 1 [Source:HGNC Symbol;Acc:8138]","15663","-7.291738547","Gene Ontology"
"ENSG00000170011","MYRIP","myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:19156]","15670","-7.291738547","Gene Ontology"
"ENSG00000179270","C2orf71","chromosome 2 open reading frame 71 [Source:HGNC Symbol;Acc:34383]","15942","-7.291738547","Gene Ontology, Gold Standard"
"ENSG00000180245","RRH","retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:10450]","15964","-7.291738547","Gene Ontology"
"ENSG00000180758","GPR157","G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:23687]","15976","-7.291738547","Gene Ontology"
"ENSG00000183473","SSTR3","somatostatin receptor 3 [Source:HGNC Symbol;Acc:11332]","16052","-7.291738547","Gold Standard"
"ENSG00000184845","DRD1","dopamine receptor D1 [Source:HGNC Symbol;Acc:3020]","16098","-7.291738547","Gene Ontology, Gold Standard"
"ENSG00000185149","NPY2R","neuropeptide Y receptor Y2 [Source:HGNC Symbol;Acc:7957]","16114","-7.291738547","Gene Ontology"
"ENSG00000186792","HYAL3","hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322]","16178","-7.291738547","Gene Ontology"
"ENSG00000197579","TOPORS","topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21653]","16320","-7.291738547","Gene Ontology, Gold Standard"
"ENSG00000198754","OXCT2","3-oxoacid CoA transferase 2 [Source:HGNC Symbol;Acc:18606]","16372","-7.291738547","Gene Ontology"
"ENSG00000212122","TSSK1B","testis-specific serine kinase 1B [Source:HGNC Symbol;Acc:14968]","16484","-7.291738547","Gene Ontology"
"ENSG00000018408","WWTR1","WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:24042]","16774","-7.307927786","Gene Ontology"
"ENSG00000090565","RAB11FIP3","RAB11 family interacting protein 3 (class II) [Source:HGNC Symbol;Acc:17224]","16907","-7.307927786","Gold Standard"
"ENSG00000099338","CATSPERG","catsper channel auxiliary subunit gamma [Source:HGNC Symbol;Acc:25243]","16926","-7.307927786","Gene Ontology"
"ENSG00000101639","CEP192","centrosomal protein 192kDa [Source:HGNC Symbol;Acc:25515]","16974","-7.307927786","Gene Ontology"
"ENSG00000112877","CEP72","centrosomal protein 72kDa [Source:HGNC Symbol;Acc:25547]","17110","-7.307927786","Gene Ontology, Gold Standard"
"ENSG00000126775","ATG14","autophagy related 14 [Source:HGNC Symbol;Acc:19962]","17254","-7.307927786","Gene Ontology"
"ENSG00000130338","TULP4","tubby like protein 4 [Source:HGNC Symbol;Acc:15530]","17289","-7.307927786","Gene Ontology"
"ENSG00000135407","AVIL","advillin [Source:HGNC Symbol;Acc:14188]","17362","-7.307927786","Gene Ontology"
"ENSG00000137814","HAUS2","HAUS augmin-like complex, subunit 2 [Source:HGNC Symbol;Acc:25530]","17412","-7.307927786","Gene Ontology"
"ENSG00000143147","GPR161","G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:23694]","17483","-7.307927786","Gene Ontology, Gold Standard"
"ENSG00000145979","TBC1D7","TBC1 domain family, member 7 [Source:HGNC Symbol;Acc:21066]","17521","-7.307927786","Gene Ontology, Gold Standard"
"ENSG00000151475","SLC25A31","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31 [Source:HGNC Symbol;Acc:25319]","17582","-7.307927786","Gene Ontology"
"ENSG00000152894","PTPRK","protein tyrosine phosphatase, receptor type, K [Source:HGNC Symbol;Acc:9674]","17599","-7.307927786","Gene Ontology"
"ENSG00000154429","CCSAP","centriole, cilia and spindle-associated protein [Source:HGNC Symbol;Acc:29578]","17612","-7.307927786","Gene Ontology"
"ENSG00000155087","ODF1","outer dense fiber of sperm tails 1 [Source:HGNC Symbol;Acc:8113]","17620","-7.307927786","Gene Ontology"
"ENSG00000166796","LDHC","lactate dehydrogenase C [Source:HGNC Symbol;Acc:6544]","17804","-7.307927786","Gene Ontology"
"ENSG00000169676","DRD5","dopamine receptor D5 [Source:HGNC Symbol;Acc:3026]","17872","-7.307927786","Gene Ontology, Gold Standard"
"ENSG00000173020","ADRBK1","adrenergic, beta, receptor kinase 1 [Source:HGNC Symbol;Acc:289]","17945","-7.307927786","Gene Ontology"
"ENSG00000175294","CATSPER1","cation channel, sperm associated 1 [Source:HGNC Symbol;Acc:17116]","17984","-7.307927786","Gene Ontology"
"ENSG00000175764","TTLL11","tubulin tyrosine ligase-like family, member 11 [Source:HGNC Symbol;Acc:18113]","17994","-7.307927786","Gene Ontology"
"ENSG00000213397","HAUS7","HAUS augmin-like complex, subunit 7 [Source:HGNC Symbol;Acc:32979]","18345","-7.307927786","Gene Ontology"
"ENSG00000244187","TMEM141","transmembrane protein 141 [Source:HGNC Symbol;Acc:28211]","18468","-7.307927786","Gene Ontology"
"ENSG00000080815","PSEN1","presenilin 1 [Source:HGNC Symbol;Acc:9508]","18573","-7.77295213","Gene Ontology"
"ENSG00000085978","ATG16L1","autophagy related 16-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:21498]","18580","-7.77295213","Gene Ontology"
"ENSG00000100644","HIF1A","hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) [Source:HGNC Symbol;Acc:4910]","18597","-7.77295213","Gene Ontology"
"ENSG00000137877","SPTBN5","spectrin, beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:15680]","18712","-7.77295213","Gene Ontology"
"ENSG00000170289","CNGB3","cyclic nucleotide gated channel beta 3 [Source:HGNC Symbol;Acc:2153]","18843","-7.77295213","Gene Ontology"
"ENSG00000182040","USH1G","Usher syndrome 1G (autosomal recessive) [Source:HGNC Symbol;Acc:16356]","18898","-7.77295213","Gene Ontology, Gold Standard"
"ENSG00000185900","SGK196","Probable inactive protein kinase-like protein SgK196  [Source:UniProtKB/Swiss-Prot;Acc:Q9H5K3]","18919","-7.77295213","Gold Standard"
"ENSG00000004948","CALCR","calcitonin receptor [Source:HGNC Symbol;Acc:1440]","19315","-8.776449575","Gene Ontology"
"ENSG00000034971","MYOC","myocilin, trabecular meshwork inducible glucocorticoid response [Source:HGNC Symbol;Acc:7610]","19379","-8.776449575","Gene Ontology"
"ENSG00000039987","BEST2","bestrophin 2 [Source:HGNC Symbol;Acc:17107]","19387","-8.776449575","Gene Ontology"
"ENSG00000054277","OPN3","opsin 3 [Source:HGNC Symbol;Acc:14007]","19404","-8.776449575","Gene Ontology"
"ENSG00000086300","SNX10","sorting nexin 10 [Source:HGNC Symbol;Acc:14974]","19515","-8.776449575","Gene Ontology, Gold Standard"
"ENSG00000091138","SLC26A3","solute carrier family 26, member 3 [Source:HGNC Symbol;Acc:3018]","19551","-8.776449575","Gene Ontology"
"ENSG00000095303","PTGS1","prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) [Source:HGNC Symbol;Acc:9604]","19558","-8.776449575","Gene Ontology"
"ENSG00000100078","PLA2G3","phospholipase A2, group III [Source:HGNC Symbol;Acc:17934]","19579","-8.776449575","Gene Ontology"
"ENSG00000112486","CCR6","chemokine (C-C motif) receptor 6 [Source:HGNC Symbol;Acc:1607]","19871","-8.776449575","Gene Ontology"
"ENSG00000114124","GRK7","G protein-coupled receptor kinase 7 [Source:HGNC Symbol;Acc:17031]","19895","-8.776449575","Gene Ontology"
"ENSG00000115459","ELMOD3","ELMO/CED-12 domain containing 3 [Source:HGNC Symbol;Acc:26158]","19916","-8.776449575","Gene Ontology"
"ENSG00000120370","GORAB","golgin, RAB6-interacting [Source:HGNC Symbol;Acc:25676]","20012","-8.776449575","Gene Ontology"
"ENSG00000122375","OPN4","opsin 4 [Source:HGNC Symbol;Acc:14449]","20055","-8.776449575","Gene Ontology"
"ENSG00000123999","INHA","inhibin, alpha [Source:HGNC Symbol;Acc:6065]","20080","-8.776449575","Gene Ontology"
"ENSG00000125831","CST11","cystatin 11 [Source:HGNC Symbol;Acc:15959]","20125","-8.776449575","Gene Ontology"
"ENSG00000127364","TAS2R4","taste receptor, type 2, member 4 [Source:HGNC Symbol;Acc:14911]","20154","-8.776449575","Gene Ontology"
"ENSG00000128285","MCHR1","melanin-concentrating hormone receptor 1 [Source:HGNC Symbol;Acc:4479]","20174","-8.776449575","Gene Ontology, Gold Standard"
"ENSG00000128310","GALR3","galanin receptor 3 [Source:HGNC Symbol;Acc:4134]","20176","-8.776449575","Gene Ontology"
"ENSG00000130545","CRB3","crumbs homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:20237]","20212","-8.776449575","Gold Standard"
"ENSG00000138031","ADCY3","adenylate cyclase 3 [Source:HGNC Symbol;Acc:234]","20412","-8.776449575","Gene Ontology, Gold Standard"
"ENSG00000140623","Sep-12","septin 12 [Source:HGNC Symbol;Acc:26348]","20480","-8.776449575","Gene Ontology"
"ENSG00000145309","CABS1","calcium-binding protein, spermatid-specific 1 [Source:HGNC Symbol;Acc:30710]","20587","-8.776449575","Gene Ontology"
"ENSG00000148400","NOTCH1","notch 1 [Source:HGNC Symbol;Acc:7881]","20661","-8.776449575","Gene Ontology"
"ENSG00000153060","TEKT5","tektin 5 [Source:HGNC Symbol;Acc:26554]","20745","-8.776449575","Gene Ontology, Gold Standard"
"ENSG00000155875","FAM154A","family with sequence similarity 154, member A [Source:HGNC Symbol;Acc:28566]","20797","-8.776449575","Gene Ontology"
"ENSG00000158748","HTR6","5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled [Source:HGNC Symbol;Acc:5301]","20853","-8.776449575","Gene Ontology, Gold Standard"
"ENSG00000164038","SLC9B2","solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2 [Source:HGNC Symbol;Acc:25143]","21036","-8.776449575","Gene Ontology"
"ENSG00000164825","DEFB1","defensin, beta 1 [Source:HGNC Symbol;Acc:2766]","21069","-8.776449575","Gene Ontology"
"ENSG00000167705","RILP","Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:30266]","21198","-8.776449575","Gene Ontology"
"ENSG00000169836","TACR3","tachykinin receptor 3 [Source:HGNC Symbol;Acc:11528]","21292","-8.776449575","Gene Ontology"
"ENSG00000172005","MAL","mal, T-cell differentiation protein [Source:HGNC Symbol;Acc:6817]","21398","-8.776449575","Gold Standard"
"ENSG00000173175","ADCY5","adenylate cyclase 5 [Source:HGNC Symbol;Acc:236]","21438","-8.776449575","Gene Ontology"
"ENSG00000173210","ABLIM3","actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:29132]","21441","-8.776449575","Gene Ontology"
"ENSG00000175416","CLTB","clathrin, light chain B [Source:HGNC Symbol;Acc:2091]","21521","-8.776449575","Gene Ontology"
"ENSG00000175894","TSPEAR","thrombospondin-type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:1268]","21537","-8.776449575","Gene Ontology"
"ENSG00000179636","TPPP2","tubulin polymerization-promoting protein family member 2 [Source:HGNC Symbol;Acc:19293]","21658","-8.776449575","Gold Standard"
"ENSG00000182645","CCDC172","coiled-coil domain containing 172 [Source:HGNC Symbol;Acc:30524]","21761","-8.776449575","Gene Ontology"
"ENSG00000185527","PDE6G","phosphodiesterase 6G, cGMP-specific, rod, gamma [Source:HGNC Symbol;Acc:8789]","21879","-8.776449575","Gene Ontology"
"ENSG00000189139","FSCB","fibrous sheath CABYR binding protein [Source:HGNC Symbol;Acc:20494]","22031","-8.776449575","Gene Ontology"
"ENSG00000204193","TXNDC8","thioredoxin domain containing 8 (spermatozoa) [Source:HGNC Symbol;Acc:31454]","22179","-8.776449575","Gene Ontology"
"ENSG00000205835","GMNC","geminin coiled-coil domain containing [Source:HGNC Symbol;Acc:40049]","22244","-8.776449575","Gene Ontology"
"ENSG00000214140","PRCD","progressive rod-cone degeneration [Source:HGNC Symbol;Acc:32528]","22317","-8.776449575","Gene Ontology"
"ENSG00000242866","STRC","stereocilin [Source:HGNC Symbol;Acc:16035]","22653","-8.776449575","Gene Ontology"
